name	logFC	AveExpr	t	P.Value	adj.P.Val	B
TUBB2A	TUBB2A	0.215813544260552	12.8174256660243	1.18137944429064	0.245321459799258	0.32079028894311	-6.23506956426738
SLC25A3	SLC25A3	0.287109933195421	10.8662823802646	1.17980922314043	0.246403974715292	0.321955076690253	-6.23563372677636
GOLIM4	GOLIM4	0.194368338570648	8.3580292134926	1.15900106403019	0.254918999821359	0.331532920759149	-6.23579065703832
ABRAXAS2	ABRAXAS2	0.109633636489225	8.75723884698058	1.17608424423056	0.247403384607054	0.323009551131605	-6.24118528494114
THYN1	THYN1	0.188599159304717	8.84517242545287	1.1318314470334	0.26600535463777	0.343902178067938	-6.24326334953076
RAB8A	RAB8A	-0.174158556540888	9.45312963098365	-1.1307042708236	0.266226616957069	0.343902178067938	-6.24456340587157
APOOL	APOOL	-0.184316752346337	9.53665461686112	-1.17311438978557	0.248576680142381	0.324098356675845	-6.24460422159358
SSB	SSB	0.120326446588573	11.3905085536558	1.1729963518719	0.248623396902018	0.324098356675845	-6.24473994332428
ABR	ABR	0.178284932647646	8.93861275813127	1.15062015202417	0.258052690318106	0.334830345474575	-6.24481635611238
DPP7	DPP7	0.274098931124977	9.91175598426669	1.13948260293349	0.262601102088229	0.340206211733129	-6.24567741436954
ITGA2	ITGA2	0.293301024458987	10.9878906413594	1.17068402422964	0.250256646316051	0.3259743282891	-6.24610296796845
LTF	LTF	-0.698537124358424	10.7592306679941	-1.16277508257233	0.252693058278569	0.328892747945518	-6.25644459350881
EXOC1	EXOC1	0.24713506979087	8.65181262917801	1.15164311120205	0.257180146349699	0.334214756750112	-6.26908418603358
PYCARD	PYCARD	-0.283919989825401	9.26472220803301	-1.1506963051135	0.257564430624357	0.334455281530004	-6.27015401952334
STAT3	STAT3	0.146183739720156	10.1835009569079	1.1409514905028	0.26154375229275	0.339098038686894	-6.28111762762543
UBE2V2	UBE2V2	0.09750223333387	10.6248170141102	1.0742912074188	0.290385427493944	0.370484143436423	-6.28704581220017
TPM3	TPM3	-0.175140860591634	11.668496930489	-1.13250570091051	0.26502830064906	0.343085980562662	-6.29054969698516
NDUFB10	NDUFB10	0.15817514958855	9.88774838380819	1.12950750943033	0.266273276645812	0.343902178067938	-6.29388234616418
CFAP20	CFAP20	0.181242028251381	9.07768165493807	1.04422368040579	0.304103596622956	0.385641947681226	-6.29702316307845
PPP2CB;PPP2CA	PPP2CB;PPP2CA	0.136046087593211	10.315163560702	1.12119894680419	0.26974525663848	0.34811859023521	-6.30307481313032
QSOX1	QSOX1	-0.262987425421175	9.09864771346004	-1.11926421565862	0.270558370272516	0.348899772417476	-6.3052063035764
ASL	ASL	0.222294974409849	9.97437644668395	1.11836778788369	0.271152582017867	0.34939768626861	-6.30577053713147
AKR1A1	AKR1A1	-0.186834486183511	11.4050728668531	-1.11166192843288	0.273770362070937	0.352500335826	-6.31354852513044
CCT8	CCT8	0.0973744898754809	10.9979357829743	1.10976058785168	0.274577916620352	0.353269212264806	-6.31562664211274
PGM1	PGM1	-0.16745601619718	10.831812907506	-1.10893623316342	0.274928570693503	0.353449517759872	-6.31652661033096
ISG15	ISG15	0.371236791183625	9.12324636813086	1.08396842880699	0.286372128656055	0.366757287577053	-6.31738184561221
SH3GLB1	SH3GLB1	0.150018817137704	9.32530588683244	1.0900693349595	0.283041189883202	0.363600732833892	-6.33695344678186
UBE2N;UBE2NL	UBE2N;UBE2NL	0.117273875131229	10.732024588823	1.08805444568937	0.283917474637123	0.364447584033433	-6.33911558064546
UFL1	UFL1	0.138515704096696	10.2920768167203	1.08485902737248	0.285311101003801	0.365810963902269	-6.34253684670277
H2BC3;H2BC21;H2BC17;H2BU1;H2BC11;NA;NA;NA	H2BC3;H2BC21;H2BC17;H2BU1;H2BC11;NA;NA;NA	-0.152377212078356	13.6609778146607	-1.08462045339602	0.285415344080985	0.365810963902269	-6.34279190531518
WDR44	WDR44	0.239896846429785	8.68313071902879	1.07875151392283	0.287988189603218	0.368545861542532	-6.34904984478748
PSMA6	PSMA6	0.0880239380610934	10.8715480852387	1.07760103710036	0.288494445880798	0.368881888479812	-6.35027285220706
FTL	FTL	-0.40975780989335	12.0453128211611	-0.991233944686417	0.328910032944557	0.412754426828563	-6.35042502959409
RHEB	RHEB	0.145321419099114	9.59330046214503	1.07715662265983	0.288690173592896	0.368881888479812	-6.35074495725912
CDC42BPB	CDC42BPB	-0.212073539109497	8.59731253766281	-1.07540295411557	0.289894870869679	0.370139534745393	-6.3516545653723
CSRP2	CSRP2	0.239521653286234	10.1379331333752	1.04860880374216	0.30166364996622	0.383126526696887	-6.35567659672677
NIF3L1	NIF3L1	0.172740009742343	8.97528072751246	1.03825897509842	0.306601266044849	0.388222870052263	-6.36685037817692
PSIP1	PSIP1	-0.242819970515708	9.23344662174264	-1.05928324757323	0.296639338305758	0.378175739571274	-6.36958075120445
CHMP4A	CHMP4A	0.294306047700896	8.98759927442655	1.05623271648377	0.298667181154482	0.379857014769304	-6.37107092615688
COPS4	COPS4	0.148130392363649	8.65511991248353	1.05692787229501	0.297904362144507	0.379212603518292	-6.37160848493374
PSME1	PSME1	-0.118116490737339	11.154836855694	-1.05647931205846	0.2979001143856	0.379212603518292	-6.37250885290672
PDHA1;PDHA2	PDHA1;PDHA2	-0.102176353600589	10.861612589832	-1.05434325726513	0.298863083091275	0.379857014769304	-6.37473461100177
TP53I3	TP53I3	0.179123229668184	9.06050476842748	1.02636316481519	0.312315515012487	0.394565650644068	-6.37744391744174
ICAM1	ICAM1	-0.323959255950314	10.8513094394548	-1.04647958753822	0.302426812514743	0.383805455942746	-6.38289206670439
MPDU1	MPDU1	0.157471944077322	9.58881886596312	1.0161478435857	0.317080486557089	0.399907510555294	-6.38765580527661
NDUFS1	NDUFS1	0.237328455475613	9.76004934243488	1.04137286205737	0.304756852630141	0.386178683446042	-6.38815885049654
PCYT2	PCYT2	-0.223495964987192	8.51676943430722	-0.982291823607344	0.333228055941058	0.416907530495556	-6.38931416499247
S100A16	S100A16	0.229703001638343	9.77007640544019	1.0359159856157	0.307260355284888	0.388764232496855	-6.39375998834324
ABHD16A	ABHD16A	-0.191404818355247	8.72186420048753	-1.03408151419448	0.308307138457136	0.389794943877659	-6.39512573513834
TPP1	TPP1	-0.262220863496394	10.9290078971853	-1.01888623384681	0.315164368179114	0.397865394114837	-6.41106181331987
PPP1R9B	PPP1R9B	-0.14428476405798	8.19632300153646	-0.991202381457105	0.328925207323775	0.412754426828563	-6.41273666129784
SMC1A	SMC1A	0.125248469549895	11.2935676593723	1.01442377280278	0.317258370494134	0.399907510555294	-6.41555088396282
ITGAM	ITGAM	0.278009803790207	9.18569105245278	1.00734232482743	0.320797732269105	0.403574507444726	-6.42220074911694
CCT2	CCT2	0.0910745696148432	10.7328181673076	1.00709500172598	0.320717983194038	0.403574507444726	-6.42288302812176
ATP5PB	ATP5PB	-0.105889592942912	11.1174898106941	-1.00673495886523	0.320888604787796	0.403574507444726	-6.4232419438828
H1-0	H1-0	0.219098310919488	12.7338169119936	1.0010442946687	0.323789283713653	0.406917819876664	-6.42862722950717
SLC25A4	SLC25A4	-0.168688879623808	10.6337446423094	-0.983470694042183	0.332044499384623	0.4161002451696	-6.4461762631835
CTNNA1;CTNNA3	CTNNA1;CTNNA3	0.0991717986152025	11.2071034078812	0.983382768792966	0.332087152190152	0.4161002451696	-6.44626197958968
HSD17B12	HSD17B12	-0.107154839503387	11.2268199201236	-0.981942442718889	0.332786384275402	0.416665428186726	-6.44766508946721
CHMP3	CHMP3	-0.172065030303317	9.22830561350118	-0.908975472333173	0.370069188659587	0.453346761029013	-6.44867672202765
ATP6V1E1;ATP6V1E2	ATP6V1E1;ATP6V1E2	-0.158041348252825	10.7562325937288	-0.979107013277162	0.334165788855834	0.417769441168239	-6.45042156646196
H4C9	H4C9	-0.13863599150754	15.0647988041068	-0.969374435314484	0.33892978469962	0.423410050975194	-6.45982570287152
DOCK11	DOCK11	-0.261275478576126	9.48183754209944	-0.943263702351292	0.352313537605916	0.436556774642312	-6.46024731363435
FKBP8	FKBP8	-0.125067964368117	9.41635457001575	-0.91357756032967	0.367681362511417	0.451269742439085	-6.46294201303508
PLCB3	PLCB3	0.186953321926577	8.72995856167031	0.92651465698825	0.360628022572861	0.444888906204679	-6.46379465614734
TWF2	TWF2	0.156128484493264	10.4361156057442	0.964409263346862	0.341377609564254	0.426150934169801	-6.46458901575796
EIF2S2	EIF2S2	0.102558855734948	10.4930848638711	0.963892250309342	0.341633173216441	0.426153118744728	-6.46508367628171
CNDP2	CNDP2	0.15943159143702	11.3279445459018	0.962700624173536	0.34222268959819	0.426571563352161	-6.46622282556054
VDAC2	VDAC2	0.0913508989012559	11.7858477140893	0.956678099426378	0.345212500863634	0.429979071921396	-6.47195967555161
CAST	CAST	0.2403535098038	10.3865601273216	0.955777162092524	0.345661249609706	0.430218857001258	-6.47281493956938
ACTR2	ACTR2	-0.0915091963543873	12.095780418344	-0.953171260927179	0.34696140675713	0.43151718662609	-6.47528442727706
RAB5B	RAB5B	-0.111243263361606	10.0895378218741	-0.95174665368238	0.3476735537321	0.432082825104512	-6.47663175277912
PTPA	PTPA	-0.116187428586482	10.1379314914328	-0.948343613910281	0.34937862022443	0.433592251313207	-6.47984243823789
SUCLG2	SUCLG2	0.140527186762409	10.5738531065914	0.948291856366623	0.349404595608559	0.433592251313207	-6.47989118588254
CS	CS	0.141222956666091	11.467480939974	0.942875096229161	0.352130154519533	0.436556774642312	-6.48497896211516
INF2	INF2	-0.276485764265214	8.63247292425191	-0.940342614028992	0.353787389270232	0.437901098492968	-6.48667173827433
SUN2	SUN2	-0.254427433757282	9.59298786377534	-0.939332882288423	0.353920065905276	0.437901098492968	-6.48829105874349
PRPF3	PRPF3	0.252731308884508	9.95563400136822	0.931492684067087	0.357903066904599	0.442503129111062	-6.49557975335391
MAP4	MAP4	0.141020749570361	10.1987599095945	0.929295213645633	0.359024690546073	0.443563249026385	-6.49761221610492
SDHB	SDHB	0.108477034126304	10.601195145292	0.927638890286411	0.359871625290458	0.444282690340205	-6.49914114602555
COASY	COASY	0.127044525436142	9.10292795459488	0.924475088643158	0.362067258553602	0.445355990557874	-6.50068093733082
CTSB	CTSB	0.290367597356045	11.1385973086207	0.898543102768115	0.375322622351711	0.458619006607555	-6.50092533234156
AKR7A2	AKR7A2	-0.0959754215566804	10.4967748557381	-0.925152465080741	0.361145473663979	0.444888906204679	-6.50143145610958
MCCC2	MCCC2	0.124368789909205	9.42187369854343	0.925128859552092	0.361157581391887	0.444888906204679	-6.50145317171597
STAT1	STAT1	0.207345015567766	10.413720420659	0.924203365851562	0.361632494070459	0.445147329577934	-6.50230415195168
SSBP1	SSBP1	-0.123424147098618	10.7746248980981	-0.921187568786997	0.363182866791641	0.44640119571242	-6.50507151115134
TBXAS1	TBXAS1	-0.21494559867906	9.13268817370183	-0.914005047304886	0.366892723727724	0.450631223949413	-6.51162763146237
ETFB	ETFB	0.118893960378117	10.7325500567004	0.90909242094071	0.369444290296259	0.453102237697165	-6.51608363743006
PPP2R5D	PPP2R5D	0.107295649856205	9.13216172134735	0.907874141385734	0.370443200185602	0.453346761029013	-6.51623188810871
CAMK2D;CAMK2A	CAMK2D;CAMK2A	-0.164969007056444	10.6424662440739	-0.907155049418154	0.370453696326269	0.453346761029013	-6.51783463482275
CYB5R1	CYB5R1	-0.139634981587612	10.8403413859614	-0.903291958185987	0.37247176309519	0.455484406581809	-6.52131545766216
PCCA	PCCA	-0.297525440968981	9.29568838482161	-0.898050474204032	0.375581378252167	0.458619006607555	-6.52534806445913
ATP6	ATP6	-0.170310795319514	11.1919009768422	-0.863865531401909	0.394006371122068	0.47833456045839	-6.5309609299483
AP1M1	AP1M1	-0.15077712407605	10.2213438413736	-0.891124293852999	0.378874429098238	0.462303900040656	-6.53218636857088
PAXX	PAXX	0.141264832946346	9.17912659865932	0.881331824158198	0.384431145974206	0.468403406451881	-6.53988663489095
RCN1	RCN1	0.226040714024229	9.30074427141396	0.882250091807862	0.383588342107704	0.4677159233107	-6.54002594541685
PML	PML	0.162299810539619	9.6341500186876	0.875059611466763	0.387435217473205	0.471721341651568	-6.54632304938561
GNPDA1	GNPDA1	-0.152969064494943	10.4815462315669	-0.872478440950103	0.388991578177701	0.473273086782869	-6.5481453845596
WASHC5	WASHC5	-0.179346892741108	8.63349272374379	-0.867593747982496	0.391623726203312	0.476130511437626	-6.55238376211234
HMGB2	HMGB2	0.180266820575559	11.0640843763326	0.866520832581404	0.39203516574846	0.476285848980943	-6.55373684414468
ARHGEF7	ARHGEF7	-0.157569883617766	8.98759364828362	-0.756030827521887	0.455087736013875	0.53695875528271	-6.554929025161
CLPB	CLPB	0.14950284917119	8.47649218047875	0.829616167961105	0.412821173844427	0.497578428488724	-6.55849611759948
SWAP70	SWAP70	0.116806620812355	9.69407390551683	0.857982059803962	0.396669507952411	0.481219728216834	-6.56108096739099
RNPEP	RNPEP	0.153460642608231	10.3032885278036	0.844907801200467	0.40383193481919	0.489555103654455	-6.5721908233296
ACAA1	ACAA1	-0.163711089944227	9.97844244652205	-0.842165494814543	0.405344427215257	0.491034122146044	-6.5745003223527
PCOLCE	PCOLCE	0.281016489784784	9.33619446116286	0.839130956834535	0.407184557332108	0.492907622033604	-6.57662707010417
LEMD2	LEMD2	-0.103785933581063	10.3017687490673	-0.838108227901577	0.407588638601289	0.493041299864239	-6.57790401933474
VPS26B	VPS26B	0.105138002271261	9.12800068183062	0.837044906595714	0.40833997501959	0.493371981080675	-6.57837337474265
VPS13C	VPS13C	-0.164291698910027	11.4093221019808	-0.836555211942689	0.408449704408659	0.493371981080675	-6.57920268652621
DDT;DDTL	DDT;DDTL	0.148349080966501	10.2928326404576	0.805315234739041	0.426164613770131	0.509274296455551	-6.5807219688499
COPS3	COPS3	-0.11130894163311	8.88451924504081	-0.76336323465196	0.45076472633426	0.533733410095361	-6.58073130341612
G6PD	G6PD	0.170774204235869	10.6379104212216	0.832581460372782	0.41065807868689	0.495682900154773	-6.58251508860734
GLOD4	GLOD4	-0.126873494375598	10.6111978150051	-0.829427356965358	0.412416195952382	0.497447408767277	-6.58513346303052
VPS29	VPS29	-0.0950467299114237	10.0372364995129	-0.823310584688388	0.416166279757612	0.501250490468459	-6.58890166548272
PCK2	PCK2	-0.211139777035442	9.68117704563635	-0.821664185455687	0.416763214194595	0.501609631994784	-6.59153733225471
CBR1	CBR1	0.251183538498688	11.4789332123189	0.819249321381398	0.418121153754547	0.502883536643183	-6.59351754737602
MAT2B	MAT2B	-0.0940436910782196	9.27434678403931	-0.785856517869814	0.437656041217871	0.520045642749332	-6.59385495218964
SGSH	SGSH	0.269482361729724	9.40609994411476	0.740321225820186	0.464431568478569	0.544539527566702	-6.59428826807849
SPAG9	SPAG9	0.285670962693221	9.32623318910773	0.817356646932808	0.419344998952276	0.503994454717875	-6.59464942670174
SLC25A5	SLC25A5	0.116945078574838	12.3716486037753	0.815817585473908	0.42005557402318	0.504487345339713	-6.59632195742094
PLD3	PLD3	-0.193453097519894	10.8819895043869	-0.814989063602853	0.420523420436335	0.504688222239176	-6.59699732600965
PPP1CB	PPP1CB	0.094856235245091	10.6012632403382	0.812815300293006	0.421752408348929	0.505801638298465	-6.59876612534637
RAD50	RAD50	-0.218506867447196	9.07071422197537	-0.809061757910549	0.424200687364897	0.508374699561501	-6.60117370811735
BAIAP2	BAIAP2	0.261157399634447	8.82321029679215	0.807253894098725	0.424906661487008	0.50864867151774	-6.60327074893554
ALDH6A1	ALDH6A1	-0.191404412575263	10.1144108425401	-0.806832958718442	0.42514598641561	0.50864867151774	-6.6036104848955
TUBB6	TUBB6	-0.164744147802654	9.75533060336531	-0.806495097205208	0.425338138660456	0.50864867151774	-6.60388304860812
AP1B1	AP1B1	0.0867383589673469	10.6024585766995	0.800325745897421	0.428856129113759	0.512126202547654	-6.60884071308759
RMDN1	RMDN1	-0.145456408128068	9.12099770302405	-0.799308593385937	0.429591566995974	0.51263983012526	-6.60924216997958
ARPC4	ARPC4	-0.102612155419957	11.9154000400488	-0.795312132989578	0.431728030656876	0.514823411557454	-6.61284259409094
CCT5	CCT5	0.104149292807241	9.65714905285057	0.793255355872784	0.432909549644617	0.5158659573125	-6.61447730296773
PYGB	PYGB	0.118559330377753	10.9683377663757	0.791229734965296	0.434075075972058	0.516645443377153	-6.61608325741014
VASP	VASP	-0.119535247130068	9.90837786666899	-0.791049094261361	0.434179106971509	0.516645443377153	-6.61622628070461
BLMH	BLMH	-0.155358771051821	9.52752837848037	-0.789458408596317	0.435095831390496	0.517369618204421	-6.61748435443979
NPEPL1	NPEPL1	0.105361453151872	8.68294769571569	0.710825837708709	0.482273519813691	0.561482058943392	-6.61987199843556
CORO7	CORO7	0.189849978632115	8.85004440836832	0.754356120053036	0.455916709502339	0.53755909779103	-6.62006246819264
DHRS7B	DHRS7B	0.157600869234754	9.42285649237662	0.753150657785362	0.45647877298484	0.537640480680921	-6.62141558264585
NDUFA13	NDUFA13	0.149119085718542	9.53658775480826	0.78303579771952	0.439118356076284	0.521414229032589	-6.62184659777194
CHMP6	CHMP6	0.0922984002737266	9.5321909683599	0.731129337944139	0.469647036061269	0.54950339619991	-6.62546166633753
CORO1A	CORO1A	0.115439052692972	11.3941153917313	0.773827694935418	0.444165720598998	0.526787593888833	-6.62971660418115
RAB7A	RAB7A	-0.0747296202890393	11.8808980973607	-0.773112603997918	0.444583335687595	0.526787593888833	-6.63027056525877
CTSS	CTSS	0.272107337565565	10.479412213549	0.773109953224059	0.444584884181344	0.526787593888833	-6.63027261781878
UBE2L3;NA	UBE2L3;NA	0.0724605263849583	11.5339750551374	0.761256962851097	0.45154103242043	0.53427582342065	-6.63938263176233
EXOC2	EXOC2	-0.081718955899456	8.77634819747153	-0.759956532050694	0.452453244548173	0.534978167321396	-6.63997057963244
ADPRS	ADPRS	0.0972990319654308	9.06844303124972	0.75604807625448	0.454762447710363	0.536952285306399	-6.64294073664868
TMPO	TMPO	0.124798182273157	11.2860109440585	0.756171784420131	0.454544940335568	0.536952285306399	-6.64324927456909
TALDO1	TALDO1	0.101631313181981	11.947858017693	0.752660155256447	0.456626161674207	0.537640480680921	-6.64590478682016
UBA1	UBA1	-0.076506660688171	11.4759943848467	-0.751361767568277	0.457397083358783	0.5381707799295	-6.64688360382297
VPS35	VPS35	-0.0867552376818352	10.7066305003911	-0.747470162224515	0.459712295932319	0.540516067836389	-6.64980756831052
SLC2A1	SLC2A1	-0.287707715936278	10.1758962052261	-0.744772548269246	0.461462996619157	0.541815644282213	-6.65096529947734
COX4I1	COX4I1	0.109467046329328	11.230070288073	0.745005084417039	0.461182364775778	0.541815644282213	-6.65165209978591
NSFL1C	NSFL1C	-0.0896096067583212	9.54741207232402	-0.743206492392461	0.462256695917068	0.542368268654617	-6.65299419818973
ASAH1	ASAH1	-0.213690553048293	12.0683022299012	-0.735552641856005	0.466844729306334	0.546986950806236	-6.65867029378651
PPP3CA	PPP3CA	-0.0688604478480155	9.63737560662162	-0.731895624697992	0.469185160100615	0.54934580460874	-6.66096608530482
MDH1	MDH1	0.101738785608854	11.876732973156	0.725749451862693	0.472759468116163	0.552759851648355	-6.66585710085325
ATP5F1A	ATP5F1A	0.0672630108371255	12.4570967965935	0.723590933314907	0.474067563608757	0.553903576408561	-6.66742696159694
CYB5B	CYB5B	0.137364995820061	9.59981064938268	0.723001580245156	0.474425080826519	0.553935821076304	-6.66785480120229
PLS3	PLS3	-0.171841023350435	11.0388705321464	-0.721785820827554	0.475163080459076	0.554411961147178	-6.66873631013537
VPS26A	VPS26A	-0.0720105912091711	10.9127112874076	-0.71679416387165	0.478200030626523	0.557567952376341	-6.67234050590089
DCTN2	DCTN2	-0.137825752047378	8.96018499170314	-0.71144831202168	0.481599225953295	0.561141638012201	-6.67578281347856
ERLIN2	ERLIN2	-0.116174332300195	10.3222448508544	-0.709659047420323	0.482560220997805	0.561482058943392	-6.67745019046042
NDUFV1	NDUFV1	-0.141880758589148	9.55760527684641	-0.588375278182814	0.560356199318562	0.636992592184066	-6.6788841423901
LRRFIP1	LRRFIP1	0.10924617290979	9.57148734487787	0.70254312527273	0.486931031812592	0.566175347931678	-6.68249665175086
LASP1	LASP1	0.103243949294237	11.4635963719852	0.70027859008092	0.488326641363591	0.567405142456381	-6.68409224111927
SNAP23	SNAP23	-0.123670713417605	9.45462794150825	-0.699569997335574	0.48876380131283	0.56752034744415	-6.68459048592881
GSR	GSR	0.185254523070935	10.9616589879542	0.694656639610665	0.491801094699327	0.570652410504609	-6.68803180261408
SFXN3	SFXN3	-0.105415219618871	10.213089486317	-0.69206410397978	0.493407971953362	0.572121536539844	-6.68983810468526
PRKCSH	PRKCSH	0.102984657762832	10.6310695279602	0.689087754953626	0.495256349683969	0.573868468681425	-6.69190371771468
NDUFS7	NDUFS7	0.106746865397415	9.69501460653272	0.683176730518981	0.4989386337299	0.577736528298277	-6.69598032497653
PSMB10	PSMB10	-0.166919874453217	9.46639880364496	-0.640625153911496	0.526133564269198	0.603400446999989	-6.69742050675123
TAP2	TAP2	-0.187879628625954	9.261489435587	-0.671108104956247	0.506503691743095	0.586092142271989	-6.70419736639967
ACADVL	ACADVL	-0.100595871556123	11.0497064605053	-0.669895378030352	0.507267337060108	0.586571528184519	-6.70501517249099
SERPINB1;SERPINI2	SERPINB1;SERPINI2	0.0741933197245679	11.9324286163316	0.666567081980262	0.509366377118228	0.588593356628702	-6.70725220987344
PNP	PNP	-0.113469403186805	10.8947322361533	-0.659413408915802	0.513893955867168	0.593416748212501	-6.71202361061292
ECH1	ECH1	-0.0927092267314382	11.2688813149578	-0.65791383596791	0.514845800820447	0.593988237554328	-6.71301743805363
LMNA	LMNA	-0.0943827377429685	13.266160006423	-0.657519265225216	0.515096410886898	0.593988237554328	-6.7132785691574
ACLY	ACLY	0.104642707888695	10.4493680690468	0.656695684581979	0.515619717723793	0.594183600589052	-6.71382313109286
PGLS	PGLS	-0.0903236633648099	9.93889953290242	-0.655715705635369	0.516242775429449	0.594493566492487	-6.71447023788909
ARPC2	ARPC2	-0.058623033970612	11.3134460964343	-0.647696665703014	0.521356432117819	0.599970835864165	-6.71972998905681
SHTN1	SHTN1	0.240317960657421	8.5313646798812	0.646638511262956	0.522153614198238	0.600476656327973	-6.72004699239948
ARHGEF1	ARHGEF1	0.123950304343461	9.15304264032357	0.643203066283145	0.524233795445262	0.60245622351307	-6.72264974950166
SUGT1	SUGT1	0.074599436437623	9.57485561123361	0.640885259397086	0.525840392545655	0.603400446999989	-6.72377736742988
PDHB	PDHB	0.075568096687423	10.4218542070401	0.640460714390373	0.525993952890277	0.603400446999989	-6.72442186418816
PSMA3	PSMA3	-0.0538858003133029	11.1552232921467	-0.634353660411784	0.529925008220067	0.607333849011258	-6.72834167597469
ATP1A1;ATP1A3;ATP4A	ATP1A1;ATP1A3;ATP4A	0.0704558384076055	11.6666207396712	0.629452640009313	0.533090975262356	0.610545530331171	-6.73146084596925
SUCLA2	SUCLA2	-0.117671162343202	9.13958309961159	-0.628612980948951	0.533634378527881	0.610751275765721	-6.73199285946361
HGS	HGS	0.102932098613604	8.88155833537542	0.623667623399411	0.537208264745657	0.613689470915872	-6.73325972747433
SLC27A2	SLC27A2	-0.105837923718603	11.3105317824427	-0.542467615691007	0.59120511035034	0.666196899515585	-6.73382486121213
COPS2	COPS2	-0.0937685178458931	8.93740489924728	-0.624226387084782	0.536715942174632	0.613689470915872	-6.7339415239113
ALDH9A1	ALDH9A1	-0.123709996612154	11.0137340261073	-0.622963541639714	0.537298107353384	0.613689470915872	-6.73555432592909
BCAT2	BCAT2	-0.121966740244874	9.80546246019835	-0.444807998100418	0.659413210780949	0.721743664212004	-6.7359126651473
USP14	USP14	0.0626833637679187	11.1094603889323	0.619887160249119	0.539298706827257	0.615555763944912	-6.73748048392727
DECR1	DECR1	-0.0990937333665407	10.9955256123976	-0.618001182623225	0.540527097032354	0.616538720052529	-6.73865670368325
PRDX5	PRDX5	0.0791835287489384	12.4055266061317	0.614030903545655	0.543117811245574	0.619073187427915	-6.74112136781314
ARL2	ARL2	-0.0753580151794644	8.85934985077991	-0.573701878714389	0.569898501978934	0.644784086807702	-6.74115073538877
CBX1	CBX1	0.0797002984720994	10.0246272645352	0.50851794490712	0.61442983467862	0.685922667836039	-6.74433200686632
CPNE1	CPNE1	0.0868073502093978	10.147048322448	0.607976138981511	0.547081087237433	0.623167669926493	-6.74485009749383
DLD	DLD	0.0769819924628745	10.9722013332488	0.606748818233274	0.547886272343948	0.623661729671518	-6.74560151340723
GBE1	GBE1	0.116672384186742	9.26070537862289	0.598440662566922	0.5534628606154	0.629582752691908	-6.75029101958683
GLRX	GLRX	0.104948883158155	9.9669510218675	0.515894977718416	0.609427439182467	0.682152446924908	-6.758816683163
HSPB1	HSPB1	0.11599466535454	12.4525012255199	0.584163342439728	0.562811685891364	0.639351028830582	-6.75916362165262
CRYZ	CRYZ	0.120192436250218	10.8188390189615	0.583037244163664	0.563561183070838	0.639505135388446	-6.75982662060725
ATP5F1B	ATP5F1B	-0.0598810326535819	12.4981608792509	-0.582815072945342	0.563709112790292	0.639505135388446	-6.75995727741138
GHITM	GHITM	0.112785853898455	9.62724827709242	0.580454213207366	0.565282263726123	0.640856799997407	-6.76134265946908
NUMA1	NUMA1	0.109620638677411	9.80380378311287	0.578964129513279	0.56627630742686	0.641550553420849	-6.76221421960577
PDS5B	PDS5B	0.112026979318138	8.86836850419429	0.577363907429045	0.567344798230839	0.64232765760592	-6.76314775281773
MYL12A;MYL12A	MYL12A;MYL12A	0.077553760892652	12.4281549426518	0.568163572696436	0.573507456150877	0.648430315742304	-6.76846581659928
RALB	RALB	-0.0917875911748354	9.74806413590773	-0.521868353398643	0.605103405984356	0.679678115892512	-6.76982986233001
PLEC	PLEC	0.0714820563131262	11.6800397231303	0.565607240547409	0.575225621049202	0.649935274388701	-6.76992856398721
CALD1	CALD1	-0.115441897979125	11.7974904590016	-0.554572113618376	0.582671539604035	0.657905524542821	-6.77616857340087
APMAP	APMAP	0.0933743462656178	11.0290869256916	0.550223790370568	0.585618389709983	0.660788492152595	-6.77859423100225
TECR	TECR	0.0667730572631182	10.4543448644235	0.547786014806441	0.587273616209742	0.662211149507157	-6.77994590339968
RTCA	RTCA	0.0752075600579225	8.75202815228899	0.425408354150198	0.673348830712954	0.732697787924206	-6.78352694149901
CPT1A	CPT1A	-0.147336080879404	9.35612576505206	-0.533154780234632	0.597255232166074	0.672563068280911	-6.78793445139084
SDCBP	SDCBP	-0.062416818262923	9.86340467558499	-0.531989555488311	0.598053611559548	0.673010733115604	-6.78856150950817
ARL8A	ARL8A	0.0853785586990181	10.5106574789476	0.52398182309516	0.603553905173489	0.678745483446944	-6.79283429265814
RAD23B	RAD23B	-0.0601094078055144	9.89985677111137	-0.52053680473645	0.605927469304994	0.679678115892512	-6.79465286625504
NIBAN2	NIBAN2	-0.0783334844816839	10.3546891396575	-0.520395909710456	0.606024636462081	0.679678115892512	-6.79472699121346
MECP2	MECP2	-0.114175702615686	10.4560918322529	-0.520021849705337	0.606282639299356	0.679678115892512	-6.79492368854384
GUK1	GUK1	-0.0676016505171546	9.09242054454501	-0.519841173356734	0.606407276716488	0.679678115892512	-6.79501864629407
RAN	RAN	0.0624961504197721	12.1871970280272	0.519237269250493	0.606823959417869	0.679691412850302	-6.79533580329317
FUCA1	FUCA1	0.158513864137671	9.76969388022392	0.466293463654521	0.644029778754472	0.710463862371063	-6.79572298980859
HADHA	HADHA	-0.0528065561582309	11.7511462976072	-0.514499664356632	0.610097437322727	0.682447433221092	-6.79781129102475
IVD	IVD	-0.0956399291693959	9.95236588960939	-0.510794750087533	0.612663055204443	0.68486103174984	-6.79973160419275
